,pokemon,id,form,rank,move,raito
3100,パフュートン,916,0,8,すてみタックル,18.7
3101,パフュートン,916,0,9,どろぼう,14.8
3102,パフュートン,916,0,10,たくわえる,8.4
3103,パフュートン,916,1,1,あくび,51.8
3104,パフュートン,916,1,2,じゃれつく,42.2
3105,パフュートン,916,1,3,ボディプレス,36.4
3106,パフュートン,916,1,4,じならし,31.3
3107,パフュートン,916,1,5,ほおばる,28.0
3108,パフュートン,916,1,6,のしかかり,25.1
3109,パフュートン,916,1,7,アイアンヘッド,23.7
3110,パフュートン,916,1,8,テラバースト,18.6
3111,パフュートン,916,1,9,じだんだ,17.6
3112,パフュートン,916,1,10,たくわえる,17.4
3113,タマンチュラ,917,0,1,ねばねばネット,83.5
3114,タマンチュラ,917,0,2,カウンター,75.5
3115,タマンチュラ,917,0,3,おきみやげ,51.9
3116,タマンチュラ,917,0,4,いとをはく,50.9
3117,タマンチュラ,917,0,5,であいがしら,27.8
3118,タマンチュラ,917,0,6,フェイント,27.4
3119,タマンチュラ,917,0,7,ともえなげ,23.6
3120,タマンチュラ,917,0,8,まきびし,12.7
3121,タマンチュラ,917,0,9,じごくづき,9.9
3122,タマンチュラ,917,0,10,どくびし,9.0
3123,ワナイダー,918,0,1,ねばねばネット,90.6
3124,ワナイダー,918,0,2,ともえなげ,75.0
3125,ワナイダー,918,0,3,スレッドトラップ,36.6
3126,ワナイダー,918,0,4,おきみやげ,26.6
3127,ワナイダー,918,0,5,まきびし,26.3
3128,ワナイダー,918,0,6,どくびし,18.4
3129,ワナイダー,918,0,7,カウンター,15.8
3130,ワナイダー,918,0,8,なげつける,14.9
3131,ワナイダー,918,0,9,とんぼがえり,13.4
3132,ワナイダー,918,0,10,ふいうち,11.6
3133,マメバッタ,919,0,1,いやなおと,92.6
3134,マメバッタ,919,0,2,にどげり,77.8
3135,マメバッタ,919,0,3,おどろかす,74.1
3136,マメバッタ,919,0,4,ダメおし,74.1
3137,マメバッタ,919,0,5,はいよるいちげき,18.5
3138,マメバッタ,919,0,6,ふいうち,18.5
3139,マメバッタ,919,0,7,カウンター,18.5
3140,マメバッタ,919,0,8,にらみつける,3.7
3141,マメバッタ,919,0,9,であいがしら,3.7
3142,マメバッタ,919,0,10,あまごい,3.7
3143,エクスレッグ,920,0,1,ふいうち,93.3
3144,エクスレッグ,920,0,2,であいがしら,89.7
3145,エクスレッグ,920,0,3,とんぼがえり,70.0
3146,エクスレッグ,920,0,4,じごくづき,43.1
3147,エクスレッグ,920,0,5,ちょうはつ,27.5
3148,エクスレッグ,920,0,6,きゅうけつ,18.5
3149,エクスレッグ,920,0,7,かかとおとし,18.5
3150,エクスレッグ,920,0,8,つるぎのまい,13.0
3151,エクスレッグ,920,0,9,とびかかる,9.4
3152,エクスレッグ,920,0,10,かわらわり,3.4
3153,パモ,921,0,1,ほっぺすりすり,76.9
3154,パモ,921,0,2,あまえる,51.2
3155,パモ,921,0,3,かいでんぱ,48.8
3156,パモ,921,0,4,アンコール,48.8
3157,パモ,921,0,5,かみつく,14.9
3158,パモ,921,0,6,ねこだまし,12.4
3159,パモ,921,0,7,なきごえ,11.6
3160,パモ,921,0,8,じゅうでん,11.6
3161,パモ,921,0,9,でんこうせっか,10.7
3162,パモ,921,0,10,でんきショック,9.9
3163,パモット,922,0,1,ほっぺすりすり,73.5
3164,パモット,922,0,2,アンコール,36.3
3165,パモット,922,0,3,マッハパンチ,31.4
3166,パモット,922,0,4,バトンタッチ,25.5
3167,パモット,922,0,5,ワイルドボルト,24.5
3168,パモット,922,0,6,あなをほる,22.5
3169,パモット,922,0,7,ねこだまし,22.5
3170,パモット,922,0,8,みがわり,19.6
3171,パモット,922,0,9,ボルトチェンジ,19.6
3172,パモット,922,0,10,つっぱり,17.6
3173,パーモット,923,0,1,でんこうそうげき,86.2
3174,パーモット,923,0,2,インファイト,78.0
3175,パーモット,923,0,3,マッハパンチ,55.6
3176,パーモット,923,0,4,さいきのいのり,53.7
3177,パーモット,923,0,5,れいとうパンチ,49.1
3178,パーモット,923,0,6,ほっぺすりすり,39.1
3179,パーモット,923,0,7,ねこだまし,10.0
3180,パーモット,923,0,8,かみなりパンチ,5.4
3181,パーモット,923,0,9,アンコール,5.3
3182,パーモット,923,0,10,ほのおのパンチ,3.3
3183,ワッカネズミ,924,0,1,アンコール,70.1
3184,ワッカネズミ,924,0,2,ネズミざん,68.2
3185,ワッカネズミ,924,0,3,タネマシンガン,42.2
3186,ワッカネズミ,924,0,4,じゃれつく,39.6
3187,ワッカネズミ,924,0,5,あまえる,31.2
3188,ワッカネズミ,924,0,6,いかりのまえば,26.0
3189,ワッカネズミ,924,0,7,とんぼがえり,22.1
3190,ワッカネズミ,924,0,8,まねっこ,21.4
3191,ワッカネズミ,924,0,9,タネばくだん,16.2
3192,ワッカネズミ,924,0,10,ダブルアタック,12.3
3193,イッカネズミ,925,0,1,ネズミざん,92.7
3194,イッカネズミ,925,0,2,おかたづけ,86.3
3195,イッカネズミ,925,0,3,アンコール,47.4
3196,イッカネズミ,925,0,4,タネマシンガン,37.5
3197,イッカネズミ,925,0,5,かみつく,34.6
3198,イッカネズミ,925,0,6,じゃれつく,19.0
3199,イッカネズミ,925,0,7,バトンタッチ,16.6
3200,イッカネズミ,925,0,8,でんじは,7.5
3201,イッカネズミ,925,0,9,シャドークロー,6.3
3202,イッカネズミ,925,0,10,いかりのまえば,6.3
3203,パピモッチ,926,0,1,あくび,71.1
3204,パピモッチ,926,0,2,まもる,68.4
3205,パピモッチ,926,0,3,ほえる,55.3
3206,パピモッチ,926,0,4,ねがいごと,39.5
3207,パピモッチ,926,0,5,あまえる,31.6
3208,パピモッチ,926,0,6,じゃれつく,23.7
3209,パピモッチ,926,0,7,バトンタッチ,21.1
3210,パピモッチ,926,0,8,かみくだく,18.4
3211,パピモッチ,926,0,9,こうそくいどう,18.4
3212,パピモッチ,926,0,10,すてみタックル,13.2
3213,バウッツェル,927,0,1,じゃれつく,55.6
3214,バウッツェル,927,0,2,あくび,53.2
3215,バウッツェル,927,0,3,ボディプレス,51.4
3216,バウッツェル,927,0,4,バトンタッチ,37.3
3217,バウッツェル,927,0,5,ねがいごと,30.3
3218,バウッツェル,927,0,6,ほえる,21.1
3219,バウッツェル,927,0,7,まもる,19.3
3220,バウッツェル,927,0,8,みがわり,19.1
3221,バウッツェル,927,0,9,まねっこ,16.2
3222,バウッツェル,927,0,10,あまえる,15.8
3223,ミニーブ,928,0,1,せいちょう,86.8
3224,ミニーブ,928,0,2,あまいかおり,86.8
3225,ミニーブ,928,0,3,すいとる,86.8
3226,ミニーブ,928,0,4,たいあたり,48.5
3227,ミニーブ,928,0,5,はっぱカッター,38.2
3228,ミニーブ,928,0,6,まもる,13.2
3229,ミニーブ,928,0,7,ちからをすいとる,13.2
3230,ミニーブ,928,0,8,やどりぎのタネ,13.2
3231,ミニーブ,928,0,9,こらえる,13.2
3232,オリーニョ,929,0,1,やどりぎのタネ,100.0
3233,オリーニョ,929,0,2,ちからをすいとる,96.1
3234,オリーニョ,929,0,3,ギガドレイン,81.3
3235,オリーニョ,929,0,4,みがわり,71.9
3236,オリーニョ,929,0,5,ねむる,23.2
3237,オリーニョ,929,0,6,テラバースト,13.3
3238,オリーニョ,929,0,7,まもる,9.4
3239,オリーニョ,929,0,8,だいちのちから,2.0
3240,オリーニョ,929,0,9,エナジーボール,1.5
3241,オリーニョ,929,0,10,こうごうせい,1.0
3242,オリーヴァ,930,0,1,ちからをすいとる,75.5
3243,オリーヴァ,930,0,2,やどりぎのタネ,63.0
3244,オリーヴァ,930,0,3,だいちのちから,46.0
3245,オリーヴァ,930,0,4,ギガドレイン,39.7
3246,オリーヴァ,930,0,5,テラバースト,35.7
3247,オリーヴァ,930,0,6,マジカルシャイン,34.4
3248,オリーヴァ,930,0,7,エナジーボール,25.3
3249,オリーヴァ,930,0,8,ミラーコート,20.4
3250,オリーヴァ,930,0,9,みがわり,15.6
3251,オリーヴァ,930,0,10,まもる,7.9
3252,イキリンコ,931,0,1,ブレイブバード,83.7
3253,イキリンコ,931,0,2,すてゼリフ,62.5
3254,イキリンコ,931,0,3,とんぼがえり,50.5
3255,イキリンコ,931,0,4,ちょうはつ,34.8
3256,イキリンコ,931,0,5,いのちがけ,34.1
3257,イキリンコ,931,0,6,すてみタックル,23.8
3258,イキリンコ,931,0,7,からげんき,21.6
3259,イキリンコ,931,0,8,でんこうせっか,16.9
3260,イキリンコ,931,0,9,まもる,12.1
3261,イキリンコ,931,0,10,イカサマ,11.3
3262,イキリンコ,931,1,1,ブレイブバード,77.4
3263,イキリンコ,931,1,2,すてゼリフ,66.9
3264,イキリンコ,931,1,3,すてみタックル,41.2
3265,イキリンコ,931,1,4,とんぼがえり,38.5
3266,イキリンコ,931,1,5,でんこうせっか,31.4
3267,イキリンコ,931,1,6,つばめがえし,25.8
3268,イキリンコ,931,1,7,いのちがけ,20.9
3269,イキリンコ,931,1,8,ちょうはつ,19.4
3270,イキリンコ,931,1,9,からげんき,15.9
3271,イキリンコ,931,1,10,まねっこ,13.7
3272,イキリンコ,931,2,1,すてゼリフ,71.8
3273,イキリンコ,931,2,2,ブレイブバード,66.5
3274,イキリンコ,931,2,3,いのちがけ,53.2
3275,イキリンコ,931,2,4,とんぼがえり,50.9
3276,イキリンコ,931,2,5,ちょうはつ,47.5
3277,イキリンコ,931,2,6,おいかぜ,21.1
3278,イキリンコ,931,2,7,すてみタックル,15.4
3279,イキリンコ,931,2,8,まねっこ,12.5
3280,イキリンコ,931,2,9,ハイパーボイス,12.4
3281,イキリンコ,931,2,10,でんこうせっか,12.4
3282,イキリンコ,931,3,1,すてゼリフ,76.9
3283,イキリンコ,931,3,2,ブレイブバード,72.6
3284,イキリンコ,931,3,3,いのちがけ,49.9
3285,イキリンコ,931,3,4,とんぼがえり,39.8
3286,イキリンコ,931,3,5,でんこうせっか,30.6
3287,イキリンコ,931,3,6,ちょうはつ,30.0
3288,イキリンコ,931,3,7,イカサマ,20.3
3289,イキリンコ,931,3,8,すてみタックル,15.9
3290,イキリンコ,931,3,9,ギガインパクト,14.8
3291,イキリンコ,931,3,10,はねやすめ,12.9
3292,コジオ,932,0,1,マッドショット,66.3
3293,コジオ,932,0,2,うちおとす,62.5
3294,コジオ,932,0,3,ステルスロック,52.5
3295,コジオ,932,0,4,じわれ,43.8
3296,コジオ,932,0,5,あなをほる,38.8
3297,コジオ,932,0,6,いわおとし,32.5
3298,コジオ,932,0,7,すなあらし,21.3
3299,コジオ,932,0,8,じこさいせい,20.0
3300,コジオ,932,0,9,にほんばれ,15.0
3301,コジオ,932,0,10,のろい,6.3
3302,ジオヅム,933,0,1,しおづけ,99.8
3303,ジオヅム,933,0,2,じこさいせい,98.8
3304,ジオヅム,933,0,3,てっぺき,51.9
3305,ジオヅム,933,0,4,ボディプレス,37.3
3306,ジオヅム,933,0,5,ステルスロック,35.4
3307,ジオヅム,933,0,6,じわれ,27.1
3308,ジオヅム,933,0,7,まもる,25.8
3309,ジオヅム,933,0,8,のろい,8.2
3310,ジオヅム,933,0,9,うちおとす,5.2
3311,ジオヅム,933,0,10,みがわり,4.1
3312,キョジオーン,934,0,1,しおづけ,98.8
3313,キョジオーン,934,0,2,じこさいせい,97.5
3314,キョジオーン,934,0,3,まもる,56.2
3315,キョジオーン,934,0,4,てっぺき,44.7
3316,キョジオーン,934,0,5,ボディプレス,21.4
3317,キョジオーン,934,0,6,ステルスロック,17.4
3318,キョジオーン,934,0,7,みがわり,13.4
3319,キョジオーン,934,0,8,のろい,12.4
3320,キョジオーン,934,0,9,じしん,12.1
3321,キョジオーン,934,0,10,じわれ,11.7
3322,カルボウ,935,0,1,おどろかす,71.8
3323,カルボウ,935,0,2,ひのこ,53.8
3324,カルボウ,935,0,3,クリアスモッグ,51.3
3325,カルボウ,935,0,4,おにび,43.6
3326,カルボウ,935,0,5,にらみつける,38.5
3327,カルボウ,935,0,6,ほのおのうず,33.3
3328,カルボウ,935,0,7,やきつくす,25.6
3329,カルボウ,935,0,8,ニトロチャージ,17.9
3330,カルボウ,935,0,9,ナイトヘッド,17.9
3331,カルボウ,935,0,10,からげんき,10.3
3332,グレンアルマ,936,0,1,アーマーキャノン,93.3
3333,グレンアルマ,936,0,2,ワイドフォース,55.5
3334,グレンアルマ,936,0,3,サイコフィールド,49.4
3335,グレンアルマ,936,0,4,みちづれ,48.4
3336,グレンアルマ,936,0,5,エナジーボール,28.0
3337,グレンアルマ,936,0,6,サイコショック,20.5
3338,グレンアルマ,936,0,7,サイコキネシス,20.0
3339,グレンアルマ,936,0,8,はどうだん,14.9
3340,グレンアルマ,936,0,9,テラバースト,11.1
3341,グレンアルマ,936,0,10,めいそう,5.3
3342,ソウブレイズ,937,0,1,むねんのつるぎ,99.0
3343,ソウブレイズ,937,0,2,かげうち,90.4
3344,ソウブレイズ,937,0,3,つるぎのまい,50.5
3345,ソウブレイズ,937,0,4,インファイト,39.9
3346,ソウブレイズ,937,0,5,テラバースト,22.6
3347,ソウブレイズ,937,0,6,ビルドアップ,19.7
3348,ソウブレイズ,937,0,7,シャドークロー,18.8
3349,ソウブレイズ,937,0,8,みちづれ,15.5
3350,ソウブレイズ,937,0,9,おにび,7.0
3351,ソウブレイズ,937,0,10,みがわり,6.0
3352,ズピカ,938,0,1,でんじは,76.9
3353,ズピカ,938,0,2,リフレクター,76.9
3354,ズピカ,938,0,3,ひかりのかべ,76.9
3355,ズピカ,938,0,4,ボルトチェンジ,53.8
3356,ズピカ,938,0,5,マッドショット,23.1
3357,ズピカ,938,0,6,どろかけ,23.1
3358,ズピカ,938,0,7,でんきショック,15.4
3359,ズピカ,938,0,8,じゅうでん,15.4
3360,ズピカ,938,0,9,みずでっぽう,15.4
3361,ズピカ,938,0,10,ほうでん,7.7
3362,ハラバリー,939,0,1,パラボラチャージ,95.6
3363,ハラバリー,939,0,2,アシッドボム,81.1
3364,ハラバリー,939,0,3,ボルトチェンジ,78.3
3365,ハラバリー,939,0,4,ふいうち,42.2
3366,ハラバリー,939,0,5,テラバースト,34.2
3367,ハラバリー,939,0,6,ひやみず,12.5
3368,ハラバリー,939,0,7,だくりゅう,11.9
3369,ハラバリー,939,0,8,みずびたし,8.4
3370,ハラバリー,939,0,9,マッドショット,7.3
3371,ハラバリー,939,0,10,なまける,5.8
3372,カイデン,940,0,1,がむしゃら,96.7
3373,カイデン,940,0,2,でんこうせっか,90.4
3374,カイデン,940,0,3,おいかぜ,88.2
3375,カイデン,940,0,4,ほうでん,65.5
3376,カイデン,940,0,5,ボルトチェンジ,12.3
3377,カイデン,940,0,6,１０まんボルト,9.9
3378,カイデン,940,0,7,でんじは,9.6
3379,カイデン,940,0,8,かいでんぱ,7.7
3380,カイデン,940,0,9,エレキフィールド,7.7
3381,カイデン,940,0,10,さわぐ,2.5
3382,タイカイデン,941,0,1,ボルトチェンジ,71.5
3383,タイカイデン,941,0,2,エアスラッシュ,51.7
3384,タイカイデン,941,0,3,１０まんボルト,48.7
3385,タイカイデン,941,0,4,テラバースト,41.7
3386,タイカイデン,941,0,5,おいかぜ,36.6
3387,タイカイデン,941,0,6,ぼうふう,35.1
3388,タイカイデン,941,0,7,がむしゃら,21.2
3389,タイカイデン,941,0,8,ほうでん,17.7
3390,タイカイデン,941,0,9,かみなり,17.2
3391,タイカイデン,941,0,10,でんじは,9.8
3392,オラチフ,942,0,1,くらいつく,95.3
3393,オラチフ,942,0,2,こわいかお,86.0
3394,オラチフ,942,0,3,ちょうはつ,81.4
3395,オラチフ,942,0,4,みちづれ,81.4
3396,オラチフ,942,0,5,ねむる,9.3
3397,オラチフ,942,0,6,あまえる,9.3
3398,オラチフ,942,0,7,バークアウト,9.3
3399,オラチフ,942,0,8,にらみつける,4.7
3400,オラチフ,942,0,9,ほえる,4.7
3401,オラチフ,942,0,10,じゃれつく,4.7
3402,マフィティフ,943,0,1,みちづれ,54.8
3403,マフィティフ,943,0,2,くらいつく,54.5
3404,マフィティフ,943,0,3,じゃれつく,46.1
3405,マフィティフ,943,0,4,ちょうはつ,44.5
3406,マフィティフ,943,0,5,かみくだく,36.6
3407,マフィティフ,943,0,6,きしかいせい,23.0
3408,マフィティフ,943,0,7,くさわけ,22.1
3409,マフィティフ,943,0,8,サイコファング,15.2
3410,マフィティフ,943,0,9,ほうふく,13.9
3411,マフィティフ,943,0,10,あまえる,12.2
3412,シルシュルー,944,0,1,みがわり,93.5
3413,シルシュルー,944,0,2,まねっこ,87.1
3414,シルシュルー,944,0,3,あなをほる,87.1
3415,シルシュルー,944,0,4,どくどく,81.7
3416,シルシュルー,944,0,5,すりかえ,11.8
3417,シルシュルー,944,0,6,アンコール,11.8
3418,シルシュルー,944,0,7,ちょうはつ,7.5
3419,シルシュルー,944,0,8,にらみつける,7.5
3420,シルシュルー,944,0,9,どくづき,5.4
3421,シルシュルー,944,0,10,はたきおとす,3.2
3422,タギングル,945,0,1,アンコール,53.4
3423,タギングル,945,0,2,どくどく,49.7
3424,タギングル,945,0,3,みがわり,48.7
3425,タギングル,945,0,4,はたきおとす,48.6
3426,タギングル,945,0,5,まねっこ,23.9
3427,タギングル,945,0,6,すてゼリフ,21.2
3428,タギングル,945,0,7,まもる,20.8
3429,タギングル,945,0,8,すりかえ,20.3
3430,タギングル,945,0,9,あなをほる,14.6
3431,タギングル,945,0,10,ちょうはつ,14.3
3432,アノクサ,946,0,1,タネマシンガン,75.0
3433,アノクサ,946,0,2,たたりめ,50.0
3434,アノクサ,946,0,3,まとわりつく,50.0
3435,アノクサ,946,0,4,メガドレイン,50.0
3436,アノクサ,946,0,5,ゴーストダイブ,50.0
3437,アノクサ,946,0,6,パワーウィップ,50.0
3438,アノクサ,946,0,7,かげうち,25.0
3439,アノクサ,946,0,8,ちからをすいとる,25.0
3440,アノクサ,946,0,9,のろい,25.0
3441,アノホラグサ,947,0,1,かげうち,55.2
3442,アノホラグサ,947,0,2,ゴーストダイブ,44.8
3443,アノホラグサ,947,0,3,パワーウィップ,43.7
3444,アノホラグサ,947,0,4,ちからをすいとる,41.4
3445,アノホラグサ,947,0,5,のろい,31.9
3446,アノホラグサ,947,0,6,テラバースト,28.3
3447,アノホラグサ,947,0,7,みがわり,26.1
3448,アノホラグサ,947,0,8,やどりぎのタネ,23.3
3449,アノホラグサ,947,0,9,まとわりつく,20.7
3450,アノホラグサ,947,0,10,こうそくスピン,12.9
3451,ノノクラゲ,948,0,1,キノコのほうし,79.3
3452,ノノクラゲ,948,0,2,やどりぎのタネ,65.6
3453,ノノクラゲ,948,0,3,ギガドレイン,54.8
3454,ノノクラゲ,948,0,4,ミラーコート,26.1
3455,ノノクラゲ,948,0,5,マッドショット,22.4
3456,ノノクラゲ,948,0,6,たたりめ,20.4
3457,ノノクラゲ,948,0,7,はたきおとす,16.4
3458,ノノクラゲ,948,0,8,まきびし,15.7
3459,ノノクラゲ,948,0,9,だいちのちから,13.4
3460,ノノクラゲ,948,0,10,どくどく,12.0
3461,リククラゲ,949,0,1,キノコのほうし,92.8
3462,リククラゲ,949,0,2,だいちのちから,80.5
3463,リククラゲ,949,0,3,ギガドレイン,49.0
3464,リククラゲ,949,0,4,やどりぎのタネ,41.7
3465,リククラゲ,949,0,5,みがわり,22.5
3466,リククラゲ,949,0,6,ヘドロばくだん,13.9
3467,リククラゲ,949,0,7,たたりめ,13.6
3468,リククラゲ,949,0,8,リーフストーム,12.8
3469,リククラゲ,949,0,9,テラバースト,12.0
3470,リククラゲ,949,0,10,アシッドボム,11.0
3471,ガケガニ,950,0,1,ステルスロック,56.9
3472,ガケガニ,950,0,2,ロックブラスト,55.2
3473,ガケガニ,950,0,3,はたきおとす,44.5
3474,ガケガニ,950,0,4,きしかいせい,37.6
3475,ガケガニ,950,0,5,がんせきふうじ,33.1
3476,ガケガニ,950,0,6,１０まんばりき,29.4
3477,ガケガニ,950,0,7,ハサミギロチン,28.3
3478,ガケガニ,950,0,8,がむしゃら,26.6
3479,ガケガニ,950,0,9,こらえる,25.3
3480,ガケガニ,950,0,10,つるぎのまい,14.2
3481,カプサイジ,951,0,1,かみつく,100.0
3482,カプサイジ,951,0,2,このは,100.0
3483,カプサイジ,951,0,3,せいちょう,100.0
3484,カプサイジ,951,0,4,はっぱカッター,100.0
3485,スコヴィラン,952,0,1,かえんほうしゃ,70.1
3486,スコヴィラン,952,0,2,みがわり,45.3
3487,スコヴィラン,952,0,3,ソーラービーム,45.2
3488,スコヴィラン,952,0,4,まもる,45.2
3489,スコヴィラン,952,0,5,オーバーヒート,34.6
3490,スコヴィラン,952,0,6,テラバースト,34.3
3491,スコヴィラン,952,0,7,やどりぎのタネ,31.8
3492,スコヴィラン,952,0,8,ギガドレイン,15.7
3493,スコヴィラン,952,0,9,だいもんじ,15.1
3494,スコヴィラン,952,0,10,せいちょう,10.5
3495,シガロコ,953,0,1,ころがる,63.3
3496,シガロコ,953,0,2,マッドショット,40.8
3497,シガロコ,953,0,3,むしのていこう,28.6
3498,シガロコ,953,0,4,おきみやげ,24.5
3499,シガロコ,953,0,5,とびかかる,22.4
3500,シガロコ,953,0,6,まるくなる,22.4
3501,シガロコ,953,0,7,むしくい,20.4
3502,シガロコ,953,0,8,とっしん,18.4
3503,シガロコ,953,0,9,なげつける,14.3
3504,シガロコ,953,0,10,がんせきふうじ,12.2
3505,ベラカス,954,0,1,さいきのいのり,75.3
3506,ベラカス,954,0,2,トリックルーム,57.1
3507,ベラカス,954,0,3,おきみやげ,51.3
3508,ベラカス,954,0,4,むしのさざめき,40.8
3509,ベラカス,954,0,5,サイコキネシス,34.0
3510,ベラカス,954,0,6,スピードスワップ,21.6
3511,ベラカス,954,0,7,だいちのちから,12.0
3512,ベラカス,954,0,8,トリック,10.1
3513,ベラカス,954,0,9,サイコショック,9.2
3514,ベラカス,954,0,10,マジカルシャイン,9.1
3515,ヒラヒナ,955,0,1,まもる,74.5
3516,ヒラヒナ,955,0,2,バトンタッチ,66.7
3517,ヒラヒナ,955,0,3,チャームボイス,52.9
3518,ヒラヒナ,955,0,4,こうそくいどう,43.1
3519,ヒラヒナ,955,0,5,どろかけ,37.3
3520,ヒラヒナ,955,0,6,サイケこうせん,31.4
3521,ヒラヒナ,955,0,7,めいそう,29.4
3522,ヒラヒナ,955,0,8,でんこうせっか,13.7
3523,ヒラヒナ,955,0,9,ついばむ,13.7
3524,ヒラヒナ,955,0,10,つぶらなひとみ,11.8
3525,クエスパトラ,956,0,1,ルミナコリジョン,80.1
3526,クエスパトラ,956,0,2,まもる,73.7
3527,クエスパトラ,956,0,3,バトンタッチ,63.4
3528,クエスパトラ,956,0,4,リフレクター,30.9
3529,クエスパトラ,956,0,5,テラバースト,30.9
3530,クエスパトラ,956,0,6,めいそう,28.7
3531,クエスパトラ,956,0,7,マジカルシャイン,24.5
3532,クエスパトラ,956,0,8,みがわり,17.1
3533,クエスパトラ,956,0,9,アシストパワー,16.9
3534,クエスパトラ,956,0,10,シャドーボール,14.7
3535,カヌチャン,957,0,1,ようせいのかぜ,54.8
3536,カヌチャン,957,0,2,おどろかす,47.6
3537,カヌチャン,957,0,3,メタルクロー,38.1
3538,カヌチャン,957,0,4,ステルスロック,35.7
3539,カヌチャン,957,0,5,ほしがる,33.3
3540,カヌチャン,957,0,6,いわくだき,26.2
3541,カヌチャン,957,0,7,ドレインキッス,26.2
3542,カヌチャン,957,0,8,でんじは,19.0
3543,カヌチャン,957,0,9,はたきおとす,19.0
3544,カヌチャン,957,0,10,アンコール,19.0
3545,ナカヌチャン,958,0,1,ステルスロック,79.9
3546,ナカヌチャン,958,0,2,はたきおとす,74.6
3547,ナカヌチャン,958,0,3,でんじは,67.9
3548,ナカヌチャン,958,0,4,アンコール,41.1
3549,ナカヌチャン,958,0,5,つぶらなひとみ,28.7
3550,ナカヌチャン,958,0,6,じゃれつく,16.7
3551,ナカヌチャン,958,0,7,イカサマ,15.8
3552,ナカヌチャン,958,0,8,ねこだまし,13.4
3553,ナカヌチャン,958,0,9,ぶんまわす,10.5
3554,ナカヌチャン,958,0,10,たたきつける,10.0
3555,デカヌチャン,959,0,1,ステルスロック,69.4
3556,デカヌチャン,959,0,2,はたきおとす,68.8
3557,デカヌチャン,959,0,3,デカハンマー,67.7
3558,デカヌチャン,959,0,4,でんじは,59.7
3559,デカヌチャン,959,0,5,アンコール,54.8
3560,デカヌチャン,959,0,6,じゃれつく,26.6
3561,デカヌチャン,959,0,7,ねこだまし,13.0
3562,デカヌチャン,959,0,8,じならし,8.3
3563,デカヌチャン,959,0,9,つるぎのまい,6.2
3564,デカヌチャン,959,0,10,アイスハンマー,5.1
3565,ウミディグダ,960,0,1,アクアジェット,88.4
3566,ウミディグダ,960,0,2,おきみやげ,69.3
3567,ウミディグダ,960,0,3,まきつく,35.7
3568,ウミディグダ,960,0,4,じごくづき,30.2
3569,ウミディグダ,960,0,5,どろかけ,24.6
3570,ウミディグダ,960,0,6,すなかけ,23.6
3571,ウミディグダ,960,0,7,ハイドロポンプ,22.6
3572,ウミディグダ,960,0,8,ふぶき,22.6
3573,ウミディグダ,960,0,9,イカサマ,13.1
3574,ウミディグダ,960,0,10,マッドショット,10.1
3575,ウミトリオ,961,0,1,トリプルダイブ,89.1
3576,ウミトリオ,961,0,2,おきみやげ,54.7
3577,ウミトリオ,961,0,3,アクアジェット,46.8
3578,ウミトリオ,961,0,4,ふいうち,43.8
3579,ウミトリオ,961,0,5,じごくづき,30.2
3580,ウミトリオ,961,0,6,じならし,23.5
3581,ウミトリオ,961,0,7,テラバースト,14.6
3582,ウミトリオ,961,0,8,アクアブレイク,13.3
3583,ウミトリオ,961,0,9,イカサマ,11.8
3584,ウミトリオ,961,0,10,まきつく,8.3
3585,オトシドリ,962,0,1,はたきおとす,69.0
3586,オトシドリ,962,0,2,ダブルウイング,49.6
3587,オトシドリ,962,0,3,ステルスロック,42.2
3588,オトシドリ,962,0,4,すてゼリフ,40.8
3589,オトシドリ,962,0,5,がんせきふうじ,29.9
3590,オトシドリ,962,0,6,ストーンエッジ,21.6
3591,オトシドリ,962,0,7,ちょうはつ,21.5
3592,オトシドリ,962,0,8,ふいうち,18.7
3593,オトシドリ,962,0,9,おきみやげ,18.6
3594,オトシドリ,962,0,10,いわなだれ,16.4
3595,ナミイルカ,963,0,1,アクアテール,47.2
3596,ナミイルカ,963,0,2,ダブルアタック,44.3
3597,ナミイルカ,963,0,3,アクアジェット,42.5
3598,ナミイルカ,963,0,4,アンコール,34.0
3599,ナミイルカ,963,0,5,ちょうおんぱ,31.6
3600,ナミイルカ,963,0,6,くろいきり,28.3
3601,ナミイルカ,963,0,7,ダイビング,23.1
3602,ナミイルカ,963,0,8,あまえる,21.7
3603,ナミイルカ,963,0,9,きあいだめ,17.5
3604,ナミイルカ,963,0,10,カウンター,17.5
3605,イルカマン,964,0,1,ジェットパンチ,95.3
3606,イルカマン,964,0,2,ウェーブタックル,75.5
3607,イルカマン,964,0,3,クイックターン,75.4
3608,イルカマン,964,0,4,れいとうパンチ,66.2
3609,イルカマン,964,0,5,インファイト,30.4
3610,イルカマン,964,0,6,ドレインパンチ,18.1
3611,イルカマン,964,0,7,ビルドアップ,11.1
3612,イルカマン,964,0,8,テラバースト,4.1
3613,イルカマン,964,0,9,ちょうはつ,3.7
3614,イルカマン,964,0,10,アンコール,3.2
3615,ブロロン,965,0,1,アイアンヘッド,59.1
3616,ブロロン,965,0,2,ジャイロボール,44.9
3617,ブロロン,965,0,3,いやなおと,41.8
3618,ブロロン,965,0,4,ずつき,39.1
3619,ブロロン,965,0,5,ダストシュート,33.8
3620,ブロロン,965,0,6,どくづき,31.6
3621,ブロロン,965,0,7,ホイールスピン,23.1
3622,ブロロン,965,0,8,いばる,21.8
